Dia do Mes,Dia da Semana,Feriado / FDS,Hora,Chuva,Valor Cartela,Premiacao,Resultado
2,7,1,20.25,0,0.5,240,-38.65
2,7,1,20.5,0,1,360,-74
2,7,1,20.75,0,0.25,180,-23.4
2,7,1,21,0,0.5,250,-41.5
2,7,1,21.25,0,0.25,180,-0.43
2,7,1,21.5,0,0.5,240,-4.4
2,7,1,21.75,0,0.25,180,-75.48
4,2,0,12.25,1,0.5,150,-16.2
4,2,0,12.5,1,0.25,125,29.98
4,2,0,12.75,1,0.5,150,0.45
4,2,0,13,1,1,300,-69.3
4,2,0,13.25,1,0.25,140,-19.78
4,2,0,13.5,1,0.5,160,-46.75
4,2,0,13.75,1,0.25,140,-42.73
4,2,0,14,1,1,250,-106.7
4,2,0,14.25,1,0.5,170,-32.25
4,2,0,14.5,1,0.25,145,17
4,2,0,14.75,1,0.5,170,-43.35
4,2,0,15,1,1,250,-87.6
4,2,0,15.33333333,1,0.25,150,13.53
4,2,0,15.66666667,1,0.1,140,42.45
4,2,0,16,1,0.5,180,-42.4
4,2,0,16.33333333,1,0.25,160,72.3
4,2,0,16.66666667,1,0.5,180,31.15
4,2,0,17,1,1,300,7.4
4,2,0,17.25,1,0.1,150,30.58
4,2,0,17.5,1,0.2,160,9.8
4,2,0,17.75,1,0.5,240,-14.7
4,2,0,18,1,2,700,82.4
4,2,0,18.25,1,0.5,300,106.15
4,2,0,18.5,1,1,380,7
4,2,0,18.75,1,0.5,300,64.2
4,2,0,19,1,2,600,128.2
4,2,0,19.25,1,0.5,250,41.1
4,2,0,19.5,1,1,380,-109.9
4,2,0,19.75,1,0.5,250,37.15
4,2,0,20,1,2,600,-125.4
4,2,0,20.25,1,0.5,240,-53.05
4,2,0,20.5,1,1,360,-192.4
4,2,0,20.75,1,0.25,180,-24.43
4,2,0,21,1,0.5,250,-41.3
4,2,0,21.25,1,0.25,180,-31.58
4,2,0,21.5,1,0.5,240.01,-4.56
4,2,0,21.75,1,0.25,180,-51.08
5,3,0,12.25,0,0.5,150,-22.2
5,3,0,12.5,0,0.25,125,8.38
5,3,0,12.75,0,0.5,150,2.8
5,3,0,13,0,1,300,-49.4
5,3,0,13.25,0,0.25,140,-5.53
5,3,0,13.5,0,0.5,160,-1.5
5,3,0,13.75,0,0.25,140,51.53
5,3,0,14,0,1,250,-107.1
5,3,0,14.25,0,0.5,170,45.45
5,3,0,14.5,0,0.25,145,72.68
5,3,0,14.75,0,0.5,170,1.45
5,3,0,15,0,1,250,23.2
5,3,0,15.33333333,0,0.25,150,72.7
5,3,0,15.66666667,0,0.1,140,13.04
5,3,0,16,0,0.5,180,-27.45
5,3,0,16.33333333,0,0.25,160,-24.2
5,3,0,16.66666667,0,0.5,180,-24.4
5,3,0,17,0,1,300,-72.2
5,3,0,17.25,0,0.1,150,31.69
5,3,0,17.5,0,0.2,160,36.74
5,3,0,17.75,0,0.5,240,-78.2
5,3,0,18,0,0.455018802,1200,234.1
5,3,0,18.25,0,0.5,300,25.25
5,3,0,18.5,0,1,380,5.5
5,3,0,18.75,0,0.5,300,98.6
5,3,0,19,0,0.59399061,1200,-37.52
5,3,0,19.25,0,0.5,250,86.05
5,3,0,19.5,0,1,380,60.5
5,3,0,19.75,0,0.5,250,165.6
5,3,0,20,0,0.955616438,1200,82.58
5,3,0,20.25,0,0.5,240,23.75
5,3,0,20.5,0,1,360,-31.1
5,3,0,20.75,0,0.25,180,61.43
5,3,0,21,0,0.5,250.01,96.04
5,3,0,21.25,0,0.25,180,49.95
5,3,0,21.5,0,0.5,240,14.35
5,3,0,21.75,0,0.25,180,4.5
6,4,0,12.25,0,0.5,150,-1.15
6,4,0,12.5,0,0.25,125,48.1
6,4,0,12.75,0,0.5,150,0
6,4,0,13,0,1,300,1
6,4,0,13.25,0,0.25,140,30.95
6,4,0,13.5,0,0.5,160,89.9
6,4,0,13.75,0,0.25,140,58.08
6,4,0,14,0,0.25,125,72.55
6,4,0,14.25,0,0.5,160,-41
6,4,0,14.5,0,0.25,145,59.38
6,4,0,14.75,0,0.5,170,71.7
6,4,0,15,0,0.5,150,-4.9
6,4,0,15.33333333,0,0.25,150,92.03
6,4,0,15.66666667,0,0.1,140,94.66
6,4,0,16,0,0.5,180,85.55
6,4,0,16.33333333,0,0.25,160,84.15
6,4,0,16.66666667,0,0.5,180,47.45
6,4,0,17,0,0.2,1200,253.34
6,4,0,17.25,0,0.1,1296.64,-1025.76
6,4,0,17.5,0,0.1,600,-195.92
6,4,0,17.75,0,0.5,240,3.5
6,4,0,18,0,0.60422212,1200,19.14
6,4,0,18.25,0,0.5,300,18.8
6,4,0,18.5,0,0.1,600,217.06
6,4,0,18.75,0,0.5,300,120
6,4,0,19,0,0.69210381,1200,-51.54
6,4,0,19.25,0,0.5,300,-7.1
6,4,0,19.5,0,0.1,600.01,133.69
6,4,0,19.75,0,0.5,300,182.35
6,4,0,20,0,0.952079867,1200,-151.34
6,4,0,20.25,0,0.5,240,82.3
6,4,0,20.5,0,1,360,-37.4
6,4,0,20.75,0,0.25,180,92.63
6,4,0,21,0,0.5,250.01,61.84
6,4,0,21.25,0,0.25,180,77.28
6,4,0,21.5,0,0.5,240,7.35
6,4,0,21.75,0,0.25,180,69.98
7,5,0,12.25,1,0.5,150,-26.95
7,5,0,12.5,1,0.25,124.99,-14.17
7,5,0,12.75,1,0.5,150,-35.8
7,5,0,13,1,1,300,-102.6
7,5,0,13.25,1,0.25,140,15.93
7,5,0,13.5,1,0.5,160,-43.5
7,5,0,13.75,1,0.25,140,-31.83
7,5,0,14,1,0.25,125,-26.98
7,5,0,14.25,1,0.5,160,-38.7
7,5,0,14.5,1,0.25,145,-48
7,5,0,14.75,1,0.5,170,26.25
7,5,0,15,1,0.5,150,-5.95
7,5,0,15.33333333,1,0.25,150,111.58
7,5,0,15.66666667,1,0.1,140,189.34
7,5,0,16,1,0.5,180,4.2
7,5,0,16.33333333,1,0.25,160,-15.55
7,5,0,16.66666667,1,0.5,180,-6.95
7,5,0,17,1,1,300,27.6
7,5,0,17.25,1,0.1,150,-14.86
7,5,0,17.5,1,0.2,160,65.64
7,5,0,17.75,1,0.5,240,29
7,5,0,18,1,0.42462203,1200,-125.36
7,5,0,18.25,1,0.5,300,-56.95
7,5,0,18.5,1,1,380,-42.1
7,5,0,18.75,1,0.5,300,97.55
7,5,0,19,1,0.497880928,1199.99,142.79
7,5,0,19.25,1,0.5,300,-89.9
7,5,0,19.5,1,1,380,-152.4
7,5,0,19.75,1,0.5,300,-36.25
7,5,0,20,1,0.444876325,1200,-292.02
7,5,0,20.25,1,0.5,240,-32.3
7,5,0,20.5,1,1,360,-79.9
7,5,0,20.75,1,0.25,180,74.6
7,5,0,21,1,0.5,250,55.25
7,5,0,21.25,1,0.25,180,23.63
7,5,0,21.5,1,0.5,240,17
7,5,0,21.75,1,0.25,180,59.63
8,6,0,12.25,0,0.5,160,28.15
8,6,0,12.5,0,0.25,150,25.2
8,6,0,12.75,0,0.5,160,-9.3
8,6,0,13,0,1,300,51.6
8,6,0,13.25,0,0.25,155,63.2
8,6,0,13.5,0,0.5,165,76.9
8,6,0,13.75,0,0.25,155,65.38
8,6,0,14,0,0.1,145,6.25
8,6,0,14.25,0,0.5,170,20.85
8,6,0,14.5,0,0.25,160,25.65
8,6,0,14.75,0,0.5,170,-37.95
8,6,0,15,0,0.2,155,-12.96
8,6,0,15.33333333,0,0.25,165,62.98
8,6,0,15.66666667,0,0.1,150.01,-21.48
8,6,0,16,0,0.5,190,97.6
8,6,0,16.33333333,0,0.25,170,37.58
8,6,0,16.66666667,0,0.2,195.01,14.13
8,6,0,17,0,0.5,550,325.15
8,6,0,17.25,0,0.1,160,113.35
8,6,0,17.5,0,0.2,175,77.74
8,6,0,17.75,0,0.5,240,44
8,6,0,18,0,1,1100.01,-181.21
8,6,0,18.25,0,0.5,300,174.2
8,6,0,18.5,0,1,380,136.9
8,6,0,18.75,0,0.5,300,-9.8
8,6,0,19,0,1,1100,-56.3
8,6,0,19.25,0,0.5,300,136.55
8,6,0,19.5,0,1,380,33.6
8,6,0,19.75,0,0.5,300.01,26.49
8,6,0,20,0,0.2,1099.99,447.73
8,6,0,20.41666667,0,0.453174516,5000.02,-1244.32
8,6,0,20.75,0,0.25,550,121.95
8,6,0,21,0,0.5,250,72.45
8,6,0,21.33333333,0,0.25,190.01,64.57
8,6,0,21.66666667,0,0.5,240,149.9
9,7,1,12.25,1,0.5,160,-47.35
9,7,1,12.5,1,0.25,150,-6.05
9,7,1,12.75,1,0.5,160,49.8
9,7,1,13,1,1,300,-95.7
9,7,1,13.25,1,0.25,155,30.65
9,7,1,13.5,1,0.5,165,-16.75
9,7,1,13.75,1,0.25,155,6.6
9,7,1,14,1,0.1,145,61.27
9,7,1,14.25,1,0.5,170,31.75
9,7,1,14.5,1,0.25,160,98.23
9,7,1,14.75,1,0.5,170,53.65
9,7,1,15,1,0.2,155,87.86
9,7,1,15.33333333,1,0.25,165,208.53
9,7,1,15.66666667,1,0.1,150,92.95
9,7,1,16,1,0.5,190.01,188.09
9,7,1,16.33333333,1,0.25,170,173.08
9,7,1,16.66666667,1,0.2,195,277.42
9,7,1,17,1,0.2,1199.99,484.53
9,7,1,17.25,1,0.1,160.01,27.65
9,7,1,17.5,1,0.1,600,494.88
9,7,1,17.75,1,0.5,240,204.5
9,7,1,18,1,0.2,1200,310.12
9,7,1,18.25,1,0.5,300,133.3
9,7,1,18.5,1,0.1,600,122.24
9,7,1,18.75,1,0.5,300,150.95
9,7,1,19,1,0.2,1200,193.36
9,7,1,19.25,1,0.5,300,234.85
9,7,1,19.5,1,0.1,600,-205.04
9,7,1,19.75,1,0.5,300,50.05
9,7,1,20,1,0.2,1200,-92.44
9,7,1,20.25,1,0.5,240,57.15
9,7,1,20.5,1,1,360,2.4
9,7,1,20.75,1,0.25,180,1.8
9,7,1,21,1,0.5,250,-96.25
9,7,1,21.25,1,0.25,180,-59.65
9,7,1,21.5,1,0.5,240,-115.5
9,7,1,21.75,1,0.25,180,-67.7
11,2,0,12.25,1,0.5,130,-46.15
11,2,0,12.5,1,0.25,125,34.18
11,2,0,12.75,1,0.5,150,4.4
11,2,0,13,1,1,250.01,-32.31
11,2,0,13.25,1,0.25,140,46.68
11,2,0,13.5,1,0.5,145,35.75
11,2,0,13.75,1,0.25,140,36.75
11,2,0,14,1,1,250,-12
11,2,0,14.25,1,0.5,170,-13.65
11,2,0,14.5,1,0.25,145,40.88
11,2,0,14.75,1,0.5,170,24.85
11,2,0,15,1,1,250,26.4
11,2,0,15.33333333,1,0.25,150,143.75
11,2,0,15.66666667,1,0.1,140,101.81
11,2,0,16,1,0.5,180,49.05
11,2,0,16.33333333,1,0.25,160,97.15
11,2,0,16.66666667,1,0.5,180,-26.95
11,2,0,17,1,1,300,-38.8
11,2,0,17.25,1,0.1,135,42.87
11,2,0,17.5,1,0.2,160,45.44
11,2,0,17.75,1,0.5,240.01,49.89
11,2,0,18,1,2,600,-13.4
11,2,0,18.25,1,0.5,250,122.75
11,2,0,18.5,1,1,380,48.2
11,2,0,18.75,1,0.5,250,81.5
11,2,0,19,1,2,600,254.2
11,2,0,19.25,1,0.5,250,22.65
11,2,0,19.5,1,1,350,-91.4
11,2,0,19.75,1,0.5,250,-43.15
11,2,0,20,1,2,600,-96.8
11,2,0,20.25,1,0.5,240.01,30.19
11,2,0,20.5,1,1,360,-144.7
11,2,0,20.75,1,0.25,180,16.65
11,2,0,21,1,0.5,250,-30
11,2,0,21.25,1,0.25,150,18.98
11,2,0,21.5,1,0.5,200,-4.25
11,2,0,21.75,1,0.25,150,37.9
12,3,0,12.25,0,0.5,130,-35.95
12,3,0,12.5,0,0.25,125,76.75
12,3,0,12.75,0,0.5,150,78
12,3,0,13,0,1,250,75.1
12,3,0,13.25,0,0.25,140,126.83
12,3,0,13.5,0,0.5,145,49.2
12,3,0,13.75,0,0.25,140,73.6
12,3,0,14,0,1,250,-37.9
12,3,0,14.25,0,0.5,170,39.25
12,3,0,14.5,0,0.25,145,-19
12,3,0,14.75,0,0.5,170,-16.55
12,3,0,15,0,1,250,-3.5
12,3,0,15.33333333,0,0.25,150,66.88
12,3,0,15.66666667,0,0.1,140,73.4
12,3,0,16,0,0.5,180,82.95
12,3,0,16.33333333,0,0.25,159.99,48.81
12,3,0,16.66666667,0,0.5,180,87.15
12,3,0,17,0,1,300,-28.1
12,3,0,17.25,0,0.1,135,190.59
12,3,0,17.5,0,0.2,160,156.26
12,3,0,17.75,0,0.5,240,55.8
12,3,0,18,0,2,600,161.6
12,3,0,18.25,0,0.5,250.01,60.54
12,3,0,18.5,0,1,380,10.7
12,3,0,18.75,0,0.5,250,53.55
12,3,0,19,0,2,600,276.6
12,3,0,19.25,0,0.5,250,160.95
12,3,0,19.5,0,1,350,60.1
12,3,0,19.75,0,0.5,250,94.35
12,3,0,20,0,2,600,175.8
12,3,0,20.25,0,0.5,240,36.95
12,3,0,20.5,0,1,360,62.3
12,3,0,20.75,0,0.25,180,58.53
12,3,0,21,0,0.5,250,15.05
12,3,0,21.25,0,0.25,150,11.83
12,3,0,21.5,0,0.5,200,-59.95
12,3,0,21.75,0,0.25,150,25.3
13,4,0,12.25,0,0.5,150,45.85
13,4,0,12.5,0,0.25,125,103.13
13,4,0,12.75,0,0.5,150,30.8
13,4,0,13,0,1,300,109.7
13,4,0,13.25,0,0.25,140,69.48
13,4,0,13.5,0,0.5,160,11.2
13,4,0,13.75,0,0.25,140,29.48
13,4,0,14,0,0.25,125,-9.58
13,4,0,14.25,0,0.5,160,-44.25
13,4,0,14.5,0,0.25,145,34.43
13,4,0,14.75,0,0.5,170,22.25
13,4,0,15,0,0.5,150,4.55
13,4,0,15.33333333,0,0.25,150,101.53
13,4,0,15.66666667,0,0.1,140,117.04
13,4,0,16,0,0.5,180,31.15
13,4,0,16.33333333,0,0.25,160,157.5
13,4,0,16.66666667,0,0.5,180,56.7
13,4,0,17,0,0.2,1200,149.92
13,4,0,17.25,0,0.1,150,96.83
13,4,0,17.5,0,0.1,1944.29,-1042.1
13,4,0,17.75,0,0.5,240,7.85
13,4,0,18,0,1,1200,-91.3
13,4,0,18.25,0,0.5,300,114.35
13,4,0,18.5,0,0.1,600,84.14
13,4,0,18.75,0,0.5,300,116.5
13,4,0,19,0,1,1200,-80.2
13,4,0,19.25,0,0.5,300,22.7
13,4,0,19.5,0,0.1,600,136.16
13,4,0,19.75,0,0.5,300,23.6
13,4,0,20,0,1,1200,-79.8
13,4,0,20.25,0,0.5,240,15.8
13,4,0,20.5,0,1,360,20.9
13,4,0,20.75,0,0.25,180,61.9
13,4,0,21,0,0.5,250,28.9
13,4,0,21.25,0,0.25,180,20.48
13,4,0,21.5,0,0.5,240,-58.65
13,4,0,21.75,0,0.25,180,2.93
14,5,0,12.25,0,0.5,130,-10
14,5,0,12.5,0,0.25,124.99,37.44
14,5,0,12.75,0,0.5,150,-6.1
14,5,0,13,0,1,250,92
14,5,0,13.25,0,0.25,140,58.58
14,5,0,13.5,0,0.5,145,-8.55
14,5,0,13.75,0,0.25,140,-0.28
14,5,0,14,0,1,250,72
14,5,0,14.25,0,0.5,170,-10.65
14,5,0,14.5,0,0.25,145,-24.75
14,5,0,14.75,0,0.5,170,-33.55
14,5,0,15,0,1,250,-13.5
14,5,0,15.33333333,0,0.25,150,31.3
14,5,0,15.66666667,0,0.1,140,119.75
14,5,0,16,0,0.5,180,76.7
14,5,0,16.33333333,0,0.25,160,116.85
14,5,0,16.66666667,0,0.5,180,0.75
14,5,0,17,0,1,300,36.6
14,5,0,17.25,0,0.1,135,40.33
14,5,0,17.5,0,0.2,160,67.2
14,5,0,17.75,0,0.5,240,39.3
14,5,0,18,0,2,600,-44.6
14,5,0,18.25,0,0.5,250,21.1
14,5,0,18.5,0,1,380,98.2
14,5,0,18.75,0,0.5,250,57.4
14,5,0,19,0,2,600,74.2
14,5,0,19.25,0,0.5,250,53.65
14,5,0,19.5,0,1,350,68.7
14,5,0,19.75,0,0.5,250.01,103.44
14,5,0,20,0,2,600,134.2
14,5,0,20.25,0,0.5,240,208.25
14,5,0,20.5,0,1,360,75
14,5,0,20.75,0,0.25,180,145.98
14,5,0,21,0,0.5,250,-1.15
14,5,0,21.25,0,0.25,150,70
14,5,0,21.5,0,0.5,200,-47
14,5,0,21.75,0,0.25,150,-11.28
15,6,0,12.25,0,0.5,160,-18
15,6,0,12.5,0,0.25,150,38.75
15,6,0,13,0,1,300,-261.3
15,6,0,13.25,0,0.25,155,-36.1
15,6,0,13.5,0,0.5,165,-13.2
15,6,0,13.75,0,0.25,155,47.6
15,6,0,14,0,0.1,145,33.23
15,6,0,14.25,0,0.5,170,-30.95
15,6,0,14.5,0,0.25,160,23.73
15,6,0,14.75,0,0.5,170,-27.65
15,6,0,15,0,0.2,155,-33.94
15,6,0,15.33333333,0,0.25,165,40.53
15,6,0,15.66666667,0,0.1,150,21.68
15,6,0,16,0,0.5,190,-33.85
15,6,0,16.33333333,0,0.25,170.01,63.19
15,6,0,16.66666667,0,0.2,195,4.26
15,6,0,17,0,0.5,550.01,150.99
15,6,0,17.25,0,0.1,160.01,27.24
15,6,0,17.5,0,0.2,175,24.98
15,6,0,17.75,0,0.5,240,75.65
15,6,0,18,0,1,1100,157.9
15,6,0,18.25,0,0.5,300,67.5
15,6,0,18.5,0,1,379.99,55.11
15,6,0,18.75,0,0.5,300,-26.3
15,6,0,19,0,1,1100,13.1
15,6,0,19.25,0,0.5,300,-53.75
15,6,0,19.5,0,1,379.99,-12.69
15,6,0,19.75,0,0.5,300,46.75
15,6,0,20,0,0.2,1099.98,491.56
15,6,0,20.41666667,0,0.3794943,5000,-1471.73
15,6,0,20.75,0,0.25,549.98,262.45
15,6,0,21,0,0.5,250,-1.55
15,6,0,21.33333333,0,0.25,190,96.18
15,6,0,21.66666667,0,0.5,240,-45.2
16,7,1,12.25,0,0.5,160,-28.4
16,7,1,12.5,0,0.25,150,-13.13
16,7,1,12.75,0,0.5,160,-53.4
16,7,1,13,0,1,300,-74.2
16,7,1,13.25,0,0.25,155,32.2
16,7,1,13.5,0,0.5,165,32.7
16,7,1,13.75,0,0.25,155,38.28
16,7,1,14,0,0.1,145,94.68
16,7,1,14.25,0,0.5,170,60.25
16,7,1,14.5,0,0.25,160,116.65
16,7,1,14.75,0,0.5,170,76.25
16,7,1,15,0,0.2,155,5.72
16,7,1,15.33333333,0,0.25,165,56.55
16,7,1,15.66666667,0,0.1,150.01,72.65
16,7,1,16,0,0.5,190,140.9
16,7,1,16.33333333,0,0.25,170,75.98
16,7,1,16.66666667,0,0.2,195,110.76
16,7,1,17,0,0.2,1199.99,392.35
16,7,1,17.25,0,0.1,160,63.51
16,7,1,17.5,0,0.1,600,199.41
16,7,1,17.75,0,0.5,240,192.25
16,7,1,18,0,0.2,1200,27.18
16,7,1,18.25,0,0.5,300,42.8
16,7,1,18.5,0,0.1,600.01,203.32
16,7,1,18.75,0,0.5,300,100.8
16,7,1,19,0,0.2,1199.99,-101.39
16,7,1,19.25,0,0.5,300,-30.7
16,7,1,19.5,0,0.1,600,-139.96
16,7,1,19.75,0,0.5,300,-105.8
16,7,1,20,0,0.2,1200,-184.14
16,7,1,20.25,0,0.5,240.01,-61.16
16,7,1,20.5,0,1,360,-137.5
16,7,1,20.75,0,0.25,180,24.65
16,7,1,21,0,0.5,250,-106.5
16,7,1,21.25,0,0.25,180,11.08
16,7,1,21.5,0,0.5,240,-85.75
16,7,1,21.75,0,0.25,180,76.8
18,2,0,12.25,0,0.5,130,38.45
18,2,0,12.5,0,0.25,125,81.65
18,2,0,12.75,0,0.5,150,27.4
18,2,0,13,0,1,250,74.6
18,2,0,13.25,0,0.25,140,3.58
18,2,0,13.5,0,0.5,145,62.45
18,2,0,13.75,0,0.25,140,54.88
18,2,0,14,0,1,250,69.7
18,2,0,14.25,0,0.5,170,27.55
18,2,0,14.5,0,0.25,145,3.38
18,2,0,14.75,0,0.5,170,6.5
18,2,0,15,0,1,250,33.2
18,2,0,15.33333333,0,0.25,150,28.58
18,2,0,15.66666667,0,0.1,140,12.15
18,2,0,16,0,0.5,180,82.6
18,2,0,16.33333333,0,0.25,160,28.9
18,2,0,16.66666667,0,0.5,180,29.1
18,2,0,17,0,1,300,33.4
18,2,0,17.25,0,0.1,135,136.38
18,2,0,17.5,0,0.2,160,117.84
18,2,0,17.75,0,0.5,240,184.9
18,2,0,18,0,2,600,547
18,2,0,18.25,0,0.5,250,73.95
18,2,0,18.5,0,1,380,86.3
18,2,0,18.75,0,0.5,250,207.35
18,2,0,19,0,2,1846.07,-712.47
18,2,0,19.25,0,0.5,250,188
18,2,0,19.5,0,1,350,81.8
18,2,0,19.75,0,0.5,250,275.75
18,2,0,20,0,2,600,136.6
18,2,0,20.25,0,0.5,240,102.6
18,2,0,20.5,0,1,360,-4.1
18,2,0,20.75,0,0.25,180,116.25
18,2,0,21,0,0.5,250,5.25
18,2,0,21.25,0,0.25,150,-9.83
18,2,0,21.5,0,0.5,200,-77.15
18,2,0,21.75,0,0.25,150,-56.18
19,3,0,12.25,0,0.5,130,25.85
19,3,0,12.5,0,0.25,125,44.88
19,3,0,12.75,0,0.5,150,39.05
19,3,0,13,0,1,250,1.9
19,3,0,13.25,0,0.25,140,31.9
19,3,0,13.5,0,0.5,145,-28.7
19,3,0,13.75,0,0.25,140,-37.15
19,3,0,14,0,1,250,-129.9
19,3,0,14.25,0,0.5,170,-67.1
19,3,0,14.5,0,0.25,145,-42.15
19,3,0,14.75,0,0.5,170,-18.05
19,3,0,15,0,1,250,-111.9
19,3,0,15.33333333,0,0.25,150,-33.55
19,3,0,15.66666667,0,0.1,140.01,-5.07
19,3,0,16,0,0.5,180,9.05
19,3,0,16.33333333,0,0.25,160,23.03
19,3,0,16.66666667,0,0.5,180,54.1
19,3,0,17,0,1,300,68.3
19,3,0,17.25,0,0.1,135,-3.87
19,3,0,17.5,0,0.2,160,21.36
19,3,0,17.75,0,0.5,240,32.15
19,3,0,18,0,2,600,41.2
19,3,0,18.25,0,0.5,250,33.6
19,3,0,18.5,0,1,379.99,48.81
19,3,0,18.75,0,0.5,250,69.95
19,3,0,19,0,2,600,242.6
19,3,0,19.25,0,0.5,250,10.05
19,3,0,19.5,0,1,350,48.4
19,3,0,19.75,0,0.5,250,-17.3
19,3,0,20,0,2,600,-27.2
19,3,0,20.25,0,0.5,240,-21.35
19,3,0,20.5,0,1,360,85.3
19,3,0,20.75,0,0.25,180,103.1
19,3,0,21,0,0.5,250,55.95
19,3,0,21.25,0,0.25,150,47.68
19,3,0,21.5,0,0.5,200,55.8
19,3,0,21.75,0,0.25,150,52.63
20,4,0,12.25,0,0.5,150,7.45
20,4,0,12.5,0,0.25,125,-7.13
20,4,0,12.75,0,0.5,150,1.45
20,4,0,13,0,1,300,-3.9
20,4,0,13.25,0,0.25,140,48.88
20,4,0,13.5,0,0.5,160,-37
20,4,0,13.75,0,0.25,140,-49.55
20,4,0,14,0,0.25,125,71.45
20,4,0,14.25,0,0.5,160,47
20,4,0,14.5,0,0.25,145,124.33
20,4,0,14.75,0,0.5,170,14.05
20,4,0,15,0,0.5,150,38
20,4,0,15.33333333,0,0.25,150,74.55
20,4,0,15.66666667,0,0.1,140,62.88
20,4,0,16,0,0.5,180,13.15
20,4,0,16.33333333,0,0.25,160,23.48
20,4,0,16.66666667,0,0.5,180,-5.6
20,4,0,17,0,0.2,1200,52.44
20,4,0,17.25,0,0.1,150,101.49
20,4,0,17.5,0,0.1,600,2.75
20,4,0,17.75,0,0.5,240,-26.35
20,4,0,18,0,1,1200,-74.1
20,4,0,18.25,0,0.5,300,32.05
20,4,0,18.5,0,0.1,600,170.63
20,4,0,18.75,0,0.5,300,239.3
20,4,0,19,0,1,1200,332.8
20,4,0,19.25,0,0.5,300,123.75
20,4,0,19.5,0,0.1,600,286.86
20,4,0,19.75,0,0.5,300,103.75
20,4,0,20,0,1,1200,-15.5
20,4,0,20.25,0,0.5,240,62.9
20,4,0,20.5,0,1,360,122.3
20,4,0,20.75,0,0.25,180,109.3
20,4,0,21,0,0.5,250,57.95
20,4,0,21.25,0,0.25,180,180.18
20,4,0,21.5,0,0.5,240,86.65
20,4,0,21.75,0,0.25,180,55.08
21,5,0,12.25,0,0.5,130,-29.45
21,5,0,12.5,0,0.25,125,134.53
21,5,0,12.75,0,0.5,150,29.75
21,5,0,13,0,1,250,98
21,5,0,13.25,0,0.25,140,93.2
21,5,0,13.5,0,0.5,145,36.35
21,5,0,13.75,0,0.25,140,24.48
21,5,0,14,0,1,250,4
21,5,0,14.25,0,0.5,170,-48.3
21,5,0,14.5,0,0.25,145,8.48
21,5,0,14.75,0,0.5,170,0.1
21,5,0,15,0,1,250,-75.2
21,5,0,15.33333333,0,0.25,150,17.2
21,5,0,15.66666667,0,0.1,140,-2.89
21,5,0,16,0,0.5,180,36.65
21,5,0,16.33333333,0,0.25,160,-4.08
21,5,0,16.66666667,0,0.5,180,-42.3
21,5,0,17,0,1,300,-59
21,5,0,17.25,0,0.1,135,70.08
21,5,0,17.5,0,0.2,160,46.1
21,5,0,17.75,0,0.5,240.01,-22.66
21,5,0,18,0,2,600,-3
21,5,0,18.25,0,0.5,250.01,78.09
21,5,0,18.5,0,1,380,-72
21,5,0,18.75,0,0.5,250,112.65
21,5,0,19,0,2,600,100.4
21,5,0,19.25,0,0.5,250,153.85
21,5,0,19.5,0,1,350,17
21,5,0,19.75,0,0.5,250,71.8
21,5,0,20,0,2,600,4.8
21,5,0,20.25,0,0.5,240,29.75
21,5,0,20.5,0,1,360,41
21,5,0,20.75,0,0.25,180,78.1
21,5,0,21,0,0.5,250,115.15
21,5,0,21.25,0,0.25,150,49.03
21,5,0,21.5,0,0.5,200,-6.65
21,5,0,21.75,0,0.25,150,-9.33
22,6,0,12.25,1,0.5,160,-42.55
22,6,0,12.5,1,0.25,150,27.03
22,6,0,12.75,1,0.5,160,-10
22,6,0,13,1,1,300,63.4
22,6,0,13.25,1,0.25,155,78.68
22,6,0,13.5,1,0.5,165,65.95
22,6,0,13.75,1,0.25,155,84.4
22,6,0,14,1,0.1,145,63.62
22,6,0,14.25,1,0.5,170,-22.4
22,6,0,14.5,1,0.25,160,-26.33
22,6,0,14.75,1,0.5,170,-24.75
22,6,0,15,1,0.2,155,-34.08
22,6,0,15.33333333,1,0.25,165,5.53
22,6,0,15.66666667,1,0.1,150,-8.1
22,6,0,16,1,0.5,190,-67.15
22,6,0,16.33333333,1,0.25,170.01,-48.69
22,6,0,16.66666667,1,0.2,195,-34.9
22,6,0,17,1,0.5,550,84
22,6,0,17.25,1,0.1,160.01,43.37
22,6,0,17.5,1,0.2,174.99,16.89
22,6,0,17.75,1,0.5,240,-2.1
22,6,0,18,1,0.47503268,1200,462
22,6,0,18.25,1,0.5,300,51.2
22,6,0,18.5,1,1,380,82.2
22,6,0,18.75,1,0.5,300,101.55
22,6,0,19,1,0.444538527,1200,241.8
22,6,0,20,1,0.2,1200,817.82
22,6,0,20.25,1,0.5,240,67.45
22,6,0,20.5,1,1,360,93
22,6,0,20.75,1,0.25,180,12.18
22,6,0,21,1,0.5,250,2.1
22,6,0,21.25,1,0.25,150,-18.2
22,6,0,21.5,1,0.5,200,-34.85
22,6,0,21.75,1,0.25,150,-1.6
23,7,1,12.25,1,0.5,160,-0.6
23,7,1,12.5,1,0.25,150,-5.43
23,7,1,12.75,1,0.5,160,-4.5
23,7,1,13,1,1,300,-78
23,7,1,13.25,1,0.25,155,36.93
23,7,1,13.5,1,0.5,165,-2
23,7,1,13.75,1,0.25,155,31.98
23,7,1,14,1,0.1,145,171.51
23,7,1,14.25,1,0.5,170,54.2
23,7,1,14.5,1,0.25,160,-21.3
