Dia do Mes,Dia da Semana,Feriado / FDS,Hora,Chuva,Valor Cartela,Premiacao,Resultado
23,7,1,14.75,1,0.5,170,11.9
23,7,1,15,1,0.2,155,3.22
23,7,1,15.33333333,1,0.25,165,-15.68
23,7,1,15.66666667,1,0.1,150,116.05
23,7,1,16,1,0.5,190,50.45
23,7,1,16.33333333,1,0.25,170,42.85
23,7,1,16.66666667,1,0.2,195,176.56
23,7,1,17,1,0.2,2444.75,-456.31
23,7,1,17.25,1,0.1,160,154.02
23,7,1,17.5,1,0.1,600,23.74
23,7,1,17.75,1,0.5,240,150.75
23,7,1,18,1,0.2,1200,183.8
23,7,1,18.25,1,0.5,300,36.05
23,7,1,18.5,1,0.1,600,-58.34
23,7,1,18.75,1,0.5,300,43.15
23,7,1,19,1,0.2,1200,34.16
23,7,1,19.25,1,0.5,300,-123.8
23,7,1,19.5,1,0.1,600.05,-62.62
23,7,1,19.75,1,0.5,300,-174.2
23,7,1,20,1,0.2,1200,11.22
23,7,1,20.25,1,0.5,240,12.25
23,7,1,20.5,1,1,360,-144.9
23,7,1,20.75,1,0.25,180,-57.58
23,7,1,21,1,0.5,250,7.2
23,7,1,21.25,1,0.25,180,92.33
23,7,1,21.5,1,0.5,240,-13.9
23,7,1,21.75,1,0.25,180,70.33
26,3,0,12.25,1,0.5,130,-64.75
26,3,0,12.5,1,0.25,125,-40.75
26,3,0,12.75,1,0.5,150,-49.55
26,3,0,13,1,1,250,-140.2
26,3,0,13.25,1,0.25,140,-45.68
26,3,0,13.5,1,0.5,145,-44.65
26,3,0,13.75,1,0.25,140,-6.13
26,3,0,14,1,1,250,-74.9
26,3,0,14.25,1,0.5,170,-73.7
26,3,0,14.5,1,0.25,145,-2.78
26,3,0,14.75,1,0.5,170,-20.15
26,3,0,15,1,1,250,-3.2
26,3,0,15.33333333,1,0.25,150,35.05
26,3,0,15.66666667,1,0.1,140,12.9
26,3,0,16,1,0.5,180,-22.5
26,3,0,16.33333333,1,0.25,160,-3.63
26,3,0,16.66666667,1,0.5,180,-49.45
26,3,0,17,1,1,300,-94.4
26,3,0,17.25,1,0.1,135,-32.4
26,3,0,17.5,1,0.2,160,-24.64
26,3,0,17.75,1,0.5,240,-21.6
26,3,0,18,1,2,600,-14.8
26,3,0,18.25,1,0.5,250,40.95
26,3,0,18.5,1,1,380,66.2
26,3,0,18.75,1,0.5,250,-8.55
26,3,0,19,1,2,600,-5.6
26,3,0,19.25,1,0.5,250,41.8
26,3,0,19.5,1,1,350,80.2
26,3,0,19.75,1,0.5,250,13.85
26,3,0,20,1,2,600,-193.6
26,3,0,20.25,1,0.5,240,-21.95
26,3,0,20.5,1,1,360,-48.5
26,3,0,20.75,1,0.25,180,73.78
26,3,0,21,1,0.5,250,6.15
26,3,0,21.25,1,0.25,150,-3.83
26,3,0,21.5,1,0.5,200,-35.75
26,3,0,21.75,1,0.25,150,-46.23
27,4,0,12.25,0,0.5,130,-32.6
27,4,0,12.5,0,0.25,124.99,5.44
27,4,0,12.75,0,0.5,150,-38.9
27,4,0,13,0,1,250,16.5
27,4,0,13.25,0,0.25,140,48.33
27,4,0,13.5,0,0.5,145,34.75
27,4,0,13.75,0,0.25,140,42.45
27,4,0,14,0,1,250,-27.3
27,4,0,14.25,0,0.5,170,97.5
27,4,0,14.5,0,0.25,145,115.85
27,4,0,14.75,0,0.5,170,86.75
27,4,0,15,0,1,250,15.9
27,4,0,15.33333333,0,0.25,150,96.03
27,4,0,15.66666667,0,0.1,140,55.23
27,4,0,16,0,0.5,180,41.4
27,4,0,16.33333333,0,0.25,160,78.35
27,4,0,16.66666667,0,0.5,180,-35.05
27,4,0,17,0,1,300,38.1
27,4,0,17.25,0,0.1,135,154.02
27,4,0,17.5,0,0.2,160,42.86
27,4,0,17.75,0,0.5,240,9
27,4,0,18,0,2,600,118.4
27,4,0,18.25,0,0.5,250,-18.15
27,4,0,18.5,0,1,380,-87.4
27,4,0,18.75,0,0.5,250,-0.5
27,4,0,19,0,2,600,116.8
27,4,0,19.25,0,0.5,250,31.5
27,4,0,19.5,0,1,350,-26
27,4,0,19.75,0,0.5,250,37.8
27,4,0,20,0,2,600,47.8
27,4,0,20.25,0,0.5,240,-39.15
27,4,0,20.5,0,1,360,-84.2
27,4,0,20.75,0,0.25,180,-47.48
27,4,0,21,0,0.5,250,-59.3
27,4,0,21.25,0,0.25,150,3.1
27,4,0,21.5,0,0.5,200,-80.95
27,4,0,21.75,0,0.25,150,-52.35
28,5,0,12.25,0,0.5,130,34.6
28,5,0,12.5,0,0.25,125,70.6
28,5,0,12.75,0,0.5,150,29.4
28,5,0,13,0,1,250,43.6
28,5,0,13.25,0,0.25,140,-7.83
28,5,0,13.5,0,0.5,145,-21.65
28,5,0,13.75,0,0.25,140,19.58
28,5,0,14,0,1,250,-72.4
28,5,0,14.25,0,0.5,170,4.55
28,5,0,14.5,0,0.25,145,32.6
28,5,0,14.75,0,0.5,170,-36.8
28,5,0,15,0,1,250,-61
28,5,0,15.33333333,0,0.25,150,26.15
28,5,0,15.66666667,0,0.1,140,58.32
28,5,0,16,0,0.5,180,19.45
28,5,0,16.33333333,0,0.25,160,47.65
28,5,0,16.66666667,0,0.5,180,76.15
28,5,0,17,0,1,300,14.4
28,5,0,17.25,0,0.1,135,62.57
28,5,0,17.5,0,0.2,160,98.96
28,5,0,17.75,0,0.5,240,177.1
28,5,0,18,0,2,600,331.2
28,5,0,18.25,0,0.5,250,144.35
28,5,0,18.5,0,1,380,235.7
28,5,0,18.75,0,0.5,250,226.3
28,5,0,19,0,2,600,182
28,5,0,19.25,0,0.5,250,43.9
28,5,0,19.5,0,1,350,40.3
28,5,0,19.75,0,0.5,250,197.65
28,5,0,20,0,2,600,68
28,5,0,20.25,0,0.5,240,148.5
28,5,0,20.5,0,1,360,38.8
28,5,0,20.75,0,0.25,180,337.28
28,5,0,21,0,0.5,250,106.2
28,5,0,21.25,0,0.25,150,117.98
28,5,0,21.5,0,0.5,200,-8.45
28,5,0,21.75,0,0.25,150,23.38
29,6,0,12.25,0,0.5,130,52.95
29,6,0,12.5,0,0.25,125,85.28
29,6,0,12.75,0,0.5,150,135.6
29,6,0,13,0,1,250,127.1
29,6,0,13.25,0,0.25,140,96.15
29,6,0,13.5,0,0.5,145,19.3
29,6,0,13.75,0,0.25,140,107.93
29,6,0,14,0,1,250,93
29,6,0,14.25,0,0.5,170,120.05
29,6,0,14.5,0,0.25,145,65.38
29,6,0,14.75,0,0.5,170,40.15
29,6,0,15,0,1,250,-21.4
29,6,0,15.33333333,0,0.25,150,114.2
29,6,0,15.66666667,0,0.1,140,142.09
29,6,0,16,0,0.5,180,3.15
29,6,0,16.33333333,0,0.25,160,79.43
29,6,0,16.66666667,0,0.5,180,64.8
29,6,0,17,0,1,300,25.4
29,6,0,17.25,0,0.1,135,142.2
29,6,0,17.5,0,0.2,160,171.96
29,6,0,17.75,0,0.5,240,91.95
29,6,0,18,0,2,600.01,146.99
29,6,0,18.25,0,0.5,250,153.6
29,6,0,18.5,0,1,380,219.2
29,6,0,18.75,0,0.5,250.01,-9.41
29,6,0,19,0,2,600,354
29,6,0,19.25,0,0.5,250,87.5
29,6,0,19.5,0,1,350,206.3
29,6,0,19.75,0,0.5,250.01,86.94
29,6,0,20,0,2,600,39.4
29,6,0,20.25,0,0.5,240,67
29,6,0,20.5,0,1,360,101.5
29,6,0,20.75,0,0.25,180,90.55
29,6,0,21,0,0.5,250,8.2
29,6,0,21.25,0,0.25,150,9.45
29,6,0,21.5,0,0.5,200,-63.05
29,6,0,21.75,0,0.25,150,77.23
30,7,1,12.25,1,0.5,160,-6.45
30,7,1,12.5,1,0.25,150,151.9
30,7,1,12.75,1,0.5,160,74.4
30,7,1,13,1,1,300,108.6
30,7,1,13.25,1,0.25,155,103.63
30,7,1,13.5,1,0.5,165,121.35
30,7,1,13.75,1,0.25,155,131.98
30,7,1,14,1,0.1,145.01,428.15
30,7,1,14.25,1,0.5,170,34.95
30,7,1,14.5,1,0.25,160.01,185.57
30,7,1,14.75,1,0.5,170,48.65
30,7,1,15,1,0.2,155,67.22
30,7,1,15.33333333,1,0.25,165,99.08
30,7,1,15.66666667,1,0.1,150,180.09
30,7,1,16,1,0.5,190.01,40.69
30,7,1,16.33333333,1,0.25,170,68.5
30,7,1,16.66666667,1,0.2,195,17.18
30,7,1,17,1,0.2,700,65.88
30,7,1,17.25,1,0.1,160,7.76
30,7,1,17.5,1,0.1,600,52.96
30,7,1,17.75,1,0.5,240,-18.55
30,7,1,18,1,1,1200,-86.6
30,7,1,18.25,1,0.5,300,-120.05
30,7,1,18.5,1,0.1,600,-10.37
30,7,1,18.75,1,0.5,300,-76.05
30,7,1,19,1,2,1200,-447.6
30,7,1,19.25,1,0.5,300,-31.25
30,7,1,19.5,1,0.1,600,-136.8
30,7,1,19.75,1,0.5,300,-16.5
30,7,1,20,1,0.2,600,-73.46
30,7,1,20.25,1,0.5,240,2.6
30,7,1,20.5,1,1,300,-123.1
30,7,1,20.75,1,0.25,180,32.25
30,7,1,21,1,0.5,250,-144.95
30,7,1,21.25,1,0.25,180,-28.55
30,7,1,21.5,1,0.5,240,-118.15
30,7,1,21.75,1,0.25,180,48.63
2,3,0,12.25,0,0.5,130,-40.35
2,3,0,12.5,0,0.25,125,-11.38
2,3,0,12.75,0,0.5,150,-10.4
2,3,0,13,0,1,250,-63.5
2,3,0,13.25,0,0.25,140,14.28
2,3,0,13.5,0,0.5,145,14.45
2,3,0,13.75,0,0.25,140,11.2
2,3,0,14,0,1,250,-69.8
2,3,0,14.25,0,0.5,170,-7.55
2,3,0,14.5,0,0.25,145,0.6
2,3,0,14.75,0,0.5,170,-21.05
2,3,0,15,0,1,250,-43.2
2,3,0,15.33333333,0,0.25,150,4.8
2,3,0,15.66666667,0,0.1,140,45.94
2,3,0,16,0,0.5,180,2.7
2,3,0,16.33333333,0,0.25,160,39.23
2,3,0,16.66666667,0,0.5,180,136.8
2,3,0,17,0,1,300,26
2,3,0,17.25,0,0.1,135,76.86
2,3,0,17.5,0,0.2,160,111
2,3,0,17.75,0,0.5,240,19.65
2,3,0,18,0,2,600,-121.2
2,3,0,18.25,0,0.5,250,26.75
2,3,0,18.5,0,1,380,-97.4
2,3,0,18.75,0,0.5,250,-69
2,3,0,19,0,2,600,-261.6
2,3,0,19.25,0,0.5,250,-122.65
2,3,0,19.5,0,1,350,-232.9
2,3,0,19.75,0,0.5,250,-34.9
2,3,0,20,0,2,600,-191.4
2,3,0,20.25,0,0.5,240,-55.95
2,3,0,20.5,0,1,360,-187.2
2,3,0,20.75,0,0.25,180,-55.8
2,3,0,21,0,0.5,250,-98.8
2,3,0,21.25,0,0.25,150,-17.25
2,3,0,21.5,0,0.5,200,-17.1
2,3,0,21.75,0,0.25,150,0.98
3,4,0,12.25,1,0.5,129.99,46.96
3,4,0,12.5,1,0.25,125,88.83
3,4,0,12.75,1,0.5,150,133.9
3,4,0,13,1,1,250,44.6
3,4,0,13.25,1,0.25,140,107.38
3,4,0,13.5,1,0.5,145,153.55
3,4,0,13.75,1,0.25,140,176.58
3,4,0,14,1,1,250,177.8
3,4,0,14.25,1,0.5,170,224.95
3,4,0,14.5,1,0.25,1465.18,-1047.86
3,4,0,14.75,1,0.5,170,19.6
3,4,0,15,1,1,250,18.8
3,4,0,15.33333333,1,0.25,150,50.48
3,4,0,15.66666667,1,0.1,140,148.1
3,4,0,16,1,0.5,180,67.6
3,4,0,16.33333333,1,0.25,160,150.5
3,4,0,16.66666667,1,0.5,180,154.35
3,4,0,17,1,1,300,154.5
3,4,0,17.25,1,0.1,135,-25.37
3,4,0,17.5,1,0.2,160,-8.42
3,4,0,17.75,1,0.5,240,19.05
3,4,0,18,1,2,600,155.4
3,4,0,18.25,1,0.5,250,66.15
3,4,0,18.5,1,1,380,202.3
3,4,0,18.75,1,0.5,250,62.25
3,4,0,19,1,2,600,261.2
3,4,0,19.25,1,0.5,250,25.6
3,4,0,19.5,1,1,350,47.4
3,4,0,19.75,1,0.5,250,42.9
3,4,0,20,1,2,600,39.2
3,4,0,20.25,1,0.5,240,28.2
3,4,0,20.5,1,1,360,21.8
3,4,0,20.75,1,0.25,180,-12.7
3,4,0,21,1,0.5,250,67.85
3,4,0,21.25,1,0.25,150,60.08
3,4,0,21.5,1,0.5,200,-72.15
3,4,0,21.75,1,0.25,150,-22.3
4,5,0,12.25,1,0.5,130,-17.85
4,5,0,12.5,1,0.25,125,14.13
4,5,0,12.75,1,0.5,150,6
4,5,0,13,1,1,250,-48.9
4,5,0,13.25,1,0.25,140,39.18
4,5,0,13.5,1,0.5,145,11.35
4,5,0,13.75,1,0.25,140,28.05
4,5,0,14,1,1,250,-55.4
4,5,0,14.25,1,0.5,170,-16.55
4,5,0,14.5,1,0.25,144.99,8.59
4,5,0,14.75,1,0.5,170,6.05
4,5,0,15,1,1,250,-23.9
4,5,0,15.33333333,1,0.25,150,50.65
4,5,0,15.66666667,1,0.1,140,-17.6
4,5,0,16,1,0.5,180,-31.4
4,5,0,16.33333333,1,0.25,160,-21.75
4,5,0,16.66666667,1,0.5,180,-32.8
4,5,0,17,1,1,300,-53.1
4,5,0,17.25,1,0.1,135,3.24
4,5,0,17.5,1,0.2,160,-21.76
4,5,0,17.75,1,0.5,240,33.65
4,5,0,18,1,2,600,143.8
4,5,0,18.25,1,0.5,250,78.8
4,5,0,18.5,1,1,380,84.8
4,5,0,18.75,1,0.5,250,117.7
4,5,0,19,1,2,600,263.6
4,5,0,19.25,1,0.5,250,6.1
4,5,0,19.5,1,1,350,116.7
4,5,0,19.75,1,0.5,250,126.15
4,5,0,20,1,2,600,68.8
4,5,0,20.25,1,0.5,240,-3.1
4,5,0,20.5,1,1,360,-7.4
4,5,0,20.75,1,0.25,180,-36.8
4,5,0,21,1,0.5,250,-48.2
4,5,0,21.25,1,0.25,150,21.3
4,5,0,21.5,1,0.5,200,11.9
4,5,0,21.75,1,0.25,150,43.03
5,6,0,12.25,0,0.5,130,6
5,6,0,12.5,0,0.25,125,31.03
5,6,0,12.75,0,0.5,150,45.5
5,6,0,13,0,1,250,10.5
5,6,0,13.25,0,0.25,140,59.1
5,6,0,13.5,0,0.5,145,27.2
5,6,0,13.75,0,0.25,140,39.7
5,6,0,14,0,1,250,-99.1
5,6,0,14.25,0,0.5,170,-43
5,6,0,14.5,0,0.25,145,20.48
5,6,0,14.75,0,0.5,170,-50.3
5,6,0,15,0,1,250,-72.7
5,6,0,15.33333333,0,0.25,150,3.78
5,6,0,15.66666667,0,0.1,140,73.07
5,6,0,16,0,0.5,180,-40.75
5,6,0,16.33333333,0,0.25,160,31.13
5,6,0,16.66666667,0,0.5,180,31.6
5,6,0,17,0,1,300,123.5
5,6,0,17.25,0,0.1,135,201.76
5,6,0,17.5,0,0.2,160,153.86
5,6,0,17.75,0,0.5,240,64.05
5,6,0,18,0,2,600,207
5,6,0,18.25,0,0.5,250,180.25
5,6,0,18.5,0,1,380,135.5
5,6,0,18.75,0,0.5,250,187.25
5,6,0,19,0,2,600,406.8
5,6,0,19.25,0,0.5,250,72.05
5,6,0,19.5,0,1,350.01,33.29
5,6,0,19.75,0,0.5,250,140.25
5,6,0,20,0,2,600,57
5,6,0,20.25,0,0.5,240,129.25
5,6,0,20.5,0,1,360,93.9
5,6,0,20.75,0,0.25,180,201.73
5,6,0,21,0,0.5,250,153.5
5,6,0,21.25,0,0.25,150,29.15
5,6,0,21.5,0,0.5,200.01,112.04
5,6,0,21.75,0,0.25,150,50.23
6,7,1,12.25,0,0.5,160,32
6,7,1,12.5,0,0.25,150,55.78
6,7,1,12.75,0,0.5,160,62.15
6,7,1,13,0,1,300,-4.1
6,7,1,13.25,0,0.25,155,24.85
6,7,1,13.5,0,0.5,165,-34.05
6,7,1,13.75,0,0.25,155,86.23
6,7,1,14,0,0.1,145,70.77
6,7,1,14.25,0,0.5,170,106.95
6,7,1,14.5,0,0.25,160,202.63
6,7,1,14.75,0,0.5,170,138.15
6,7,1,15,0,0.2,155.01,188.49
6,7,1,15.33333333,0,0.25,165,151.03
6,7,1,15.66666667,0,0.1,150,128.56
6,7,1,16,0,0.5,190,129.5
6,7,1,16.33333333,0,0.25,170,159.55
6,7,1,16.66666667,0,0.2,195,244.78
6,7,1,17,0,0.2,700,458.06
6,7,1,17.25,0,0.1,160,148.05
6,7,1,17.5,0,0.1,600,280.95
6,7,1,17.75,0,0.5,240,74.05
6,7,1,18,0,1,1200,155.5
6,7,1,18.25,0,0.5,300,125.2
6,7,1,18.5,0,0.1,600,98.9
6,7,1,18.75,0,0.5,300,113.6
6,7,1,19,0,2,1200,-95.8
6,7,1,19.25,0,0.5,300,7.9
6,7,1,19.5,0,0.1,600,152.65
6,7,1,19.75,0,0.5,300,31.45
6,7,1,20,0,0.2,600,175.86
6,7,1,20.25,0,0.5,240,16.2
6,7,1,20.5,0,1,300,-73.6
6,7,1,20.75,0,0.25,180,45.63
6,7,1,21,0,0.5,250,5.3
6,7,1,21.25,0,0.25,180,36.1
6,7,1,21.5,0,0.5,240,-12.3
6,7,1,21.75,0,0.25,180,32
8,2,0,12.25,1,0.5,130,-10.1
8,2,0,12.5,1,0.25,125,-16.75
8,2,0,12.75,1,0.5,150,-26.5
8,2,0,13,1,1,250,-106.9
8,2,0,13.25,1,0.25,140,-52.45
8,2,0,13.5,1,0.5,145,3.6
8,2,0,13.75,1,0.25,140,-18.6
8,2,0,14,1,1,250,-36.1
8,2,0,14.25,1,0.5,170,-9.65
8,2,0,14.5,1,0.25,145,32.25
8,2,0,14.75,1,0.5,170,47.05
8,2,0,15,1,1,250,20.4
8,2,0,15.33333333,1,0.25,150,60.98
8,2,0,15.66666667,1,0.1,140,89.39
8,2,0,16,1,0.5,180,10.5
8,2,0,16.33333333,1,0.25,160,104.9
8,2,0,16.66666667,1,0.5,180,44.2
8,2,0,17,1,1,300,32.2
8,2,0,17.25,1,0.1,135,42.66
8,2,0,17.5,1,0.2,160,10.78
8,2,0,17.75,1,0.5,240.01,-29.26
8,2,0,18,1,2,600,53.2
8,2,0,18.25,1,0.5,250,76.7
8,2,0,18.5,1,1,380,115
8,2,0,18.75,1,0.5,250,23.25
8,2,0,19,1,2,600,422.6
8,2,0,19.25,1,0.5,250,86.05
8,2,0,19.5,1,1,350,145.4
8,2,0,19.75,1,0.5,250,23.35
8,2,0,20,1,2,600,206.4
8,2,0,20.25,1,0.5,240,11.9
8,2,0,20.5,1,1,360,-48.5
8,2,0,20.75,1,0.25,180,123.95
8,2,0,21,1,0.5,250,61.4
8,2,0,21.25,1,0.25,150,25.5
8,2,0,21.5,1,0.5,200,-43.85
8,2,0,21.75,1,0.25,150,37.43
9,3,0,12.25,1,0.5,129.99,-6.24
9,3,0,12.5,1,0.25,125,66.55
9,3,0,12.75,1,0.5,150,66.2
9,3,0,13,1,1,250,10.4
9,3,0,13.25,1,0.25,140,11.55
9,3,0,13.5,1,0.5,145,-15.5
9,3,0,13.75,1,0.25,140,28
9,3,0,14,1,1,250,-120.7
9,3,0,14.25,1,0.5,170,-24.95
9,3,0,14.5,1,0.25,144.99,31.24
9,3,0,14.75,1,0.5,170,42.05
9,3,0,15,1,1,250,-93.2
9,3,0,15.33333333,1,0.25,150,32.85
9,3,0,15.66666667,1,0.1,140.01,88.52
9,3,0,16,1,0.5,180,31.7
9,3,0,16.33333333,1,0.25,160,72.35
9,3,0,16.66666667,1,0.5,180,27.1
9,3,0,17,1,1,300,47.2
9,3,0,17.25,1,0.1,135,122.61
9,3,0,17.5,1,0.2,160,77.9
9,3,0,17.75,1,0.5,240,1.95
9,3,0,18,1,2,600,-120.6
9,3,0,18.25,1,0.5,250,-14.8
9,3,0,18.5,1,1,380,16.4
9,3,0,18.75,1,0.5,250,96.85
9,3,0,19,1,2,600,157.4
9,3,0,19.25,1,0.5,250,-12
9,3,0,19.5,1,1,350.01,34.49
9,3,0,19.75,1,0.5,250,-56.3
9,3,0,20,1,2,600,213.8
9,3,0,20.25,1,0.5,240,-41
9,3,0,20.5,1,1,360,-78.5
9,3,0,20.75,1,0.25,180,53.7
9,3,0,21,1,0.5,250,-47.95
9,3,0,21.25,1,0.25,150,29.2
9,3,0,21.5,1,0.5,200,-21.8
9,3,0,21.75,1,0.25,150,59.9
10,4,0,12.25,1,0.5,130,26.6
10,4,0,12.5,1,0.25,1411.31,-1238.54
10,4,0,12.75,1,0.5,150,2.1
10,4,0,13,1,1,250,-127.5
10,4,0,13.25,1,0.25,140,-53.83
10,4,0,13.5,1,0.5,145,-83.8
10,4,0,13.75,1,0.25,140,-61.03
10,4,0,14,1,1,250,-75.4
10,4,0,14.25,1,0.5,170,8.45
10,4,0,14.5,1,0.25,145,62.55
10,4,0,14.75,1,0.5,170,-22.85
10,4,0,15,1,1,250,-61.9
10,4,0,15.33333333,1,0.25,150,78.73
10,4,0,15.66666667,1,0.1,140,-23.61
10,4,0,16,1,0.5,180,-46.8
10,4,0,16.33333333,1,0.25,160,11.55
10,4,0,16.66666667,1,0.5,180,-33.9
10,4,0,17,1,1,300,-77.2
10,4,0,17.25,1,0.1,135,62.32
10,4,0,17.5,1,0.2,160,48.6
10,4,0,17.75,1,0.5,240,94.35
10,4,0,18,1,2,600,46.2
10,4,0,18.25,1,0.5,250,36
10,4,0,18.5,1,1,380,44
10,4,0,18.75,1,0.5,250,151.55
10,4,0,19,1,2,600,433.4
10,4,0,19.25,1,0.5,250,42.05
10,4,0,19.5,1,1,350,109.4
10,4,0,19.75,1,0.5,250,145.2
10,4,0,20,1,2,600,-82.8
10,4,0,20.25,1,0.5,240,1.65
10,4,0,20.5,1,1,360,4
10,4,0,20.75,1,0.25,180,132.45
10,4,0,21,1,0.5,250,54
10,4,0,21.25,1,0.25,150,30.03
10,4,0,21.5,1,0.5,200,29.9
10,4,0,21.75,1,0.25,150,38.35
11,5,0,12.25,1,0.5,130,-21
11,5,0,12.5,1,0.25,125,7.85
11,5,0,12.75,1,0.5,150,22.15
11,5,0,13,1,1,250,26.7
11,5,0,13.25,1,0.25,140,7.95
11,5,0,13.5,1,0.5,145,-44.2
11,5,0,13.75,1,0.25,140,-15.5
11,5,0,14,1,1,250,-54.6
11,5,0,14.25,1,0.5,170,-65.95
11,5,0,14.5,1,0.25,145,2.2
11,5,0,14.75,1,0.5,170,-30.15
11,5,0,15,1,1,250,5.7
11,5,0,15.33333333,1,0.25,150,89.15
11,5,0,15.66666667,1,0.1,140,8.68
11,5,0,16,1,0.5,180,-5.7
11,5,0,16.33333333,1,0.25,160,-36.93
11,5,0,16.66666667,1,0.5,180,-54.2
11,5,0,17,1,1,300,-78.2
11,5,0,17.25,1,0.1,135,5.38
11,5,0,17.5,1,0.2,160,53.32
11,5,0,17.75,1,0.5,240,51.55
11,5,0,18,1,2,600.01,344.99
11,5,0,18.25,1,0.5,250,44.85
11,5,0,18.5,1,1,380,102.7
11,5,0,18.75,1,0.5,250,122.8
11,5,0,19,1,2,600,260.6
11,5,0,19.25,1,0.5,250,25.35
11,5,0,19.5,1,1,350,-17.3
11,5,0,19.75,1,0.5,250,-9.25
11,5,0,20,1,2,600,-16.4
11,5,0,20.25,1,0.5,240,-11.45
11,5,0,20.5,1,1,360,71
11,5,0,20.75,1,0.25,180,-24.98
11,5,0,21,1,0.5,250,-44
11,5,0,21.25,1,0.25,150,-19.48
11,5,0,21.5,1,0.5,200,-39
11,5,0,21.75,1,0.25,150,28.73
12,6,0,12.25,1,0.5,160,-43.35
12,6,0,12.5,1,0.25,150,-44.6
12,6,0,12.75,1,0.5,160,61
12,6,0,13,1,1,300.01,-65.21
12,6,0,13.25,1,0.25,155,10.63
12,6,0,13.5,1,0.5,165,-39.95
12,6,0,13.75,1,0.25,155,-8.33
12,6,0,14,1,0.1,145,-18.18
12,6,0,14.25,1,0.5,170,-2.45
12,6,0,14.5,1,0.25,160,-8.43
12,6,0,14.75,1,0.5,170,-1.05
12,6,0,15,1,0.2,155,-13.7
12,6,0,15.33333333,1,0.25,165,-6.93
12,6,0,15.66666667,1,0.1,150,45.35
12,6,0,16,1,0.5,190.01,-18.86
12,6,0,16.33333333,1,0.25,170,31.15
12,6,0,16.66666667,1,0.2,195,39.22
12,6,0,17,1,0.5,550,122.05
12,6,0,17.25,1,0.1,160,46.45
12,6,0,17.5,1,0.2,175,8.5
12,6,0,17.75,1,0.5,240,-24.05
12,6,0,18,1,1,1100,42.5
12,6,0,18.25,1,0.5,300.01,35.74
12,6,0,18.5,1,1,380,93.6
12,6,0,18.75,1,0.5,300,79.95
12,6,0,19,1,1,1100,864.1
12,6,0,19.25,1,0.5,300,138.8
12,6,0,19.5,1,1,380,184.5
12,6,0,19.75,1,0.5,300,98.4
12,6,0,20,1,0.2,1100,877.84
12,6,0,20.41666667,1,1.300800692,5000,467.9
12,6,0,20.75,1,0.25,550,695.35
12,6,0,21,1,0.5,250,127.7
12,6,0,21.33333333,1,0.25,190,98.7
12,6,0,21.66666667,1,0.5,240,61.95
13,7,1,12.25,1,0.5,160,-63.15
13,7,1,12.5,1,0.25,150,-37.93
13,7,1,12.75,1,0.5,160,-18.5
13,7,1,13,1,1,300,-90
13,7,1,13.25,1,0.25,155,11.95
13,7,1,13.5,1,0.5,165,-8.2
13,7,1,13.75,1,0.25,155,41.9
13,7,1,14,1,0.1,145,97.48
13,7,1,14.25,1,0.5,170,138.85
13,7,1,14.5,1,0.25,160,32.05
13,7,1,14.75,1,0.5,170,9.65
13,7,1,15,1,0.2,155,18.64
13,7,1,15.33333333,1,0.25,165,6.9
13,7,1,15.66666667,1,0.1,150,6.84
13,7,1,16,1,0.5,190,82.9
13,7,1,16.33333333,1,0.25,170,23.63
13,7,1,16.66666667,1,0.2,195,67.54
13,7,1,17,1,0.2,700,260.1
13,7,1,17.25,1,0.1,160,109.45
13,7,1,17.5,1,0.1,600,124.21
13,7,1,17.75,1,0.5,240,50.45
13,7,1,18,1,1,1200,567.2
13,7,1,18.25,1,0.5,300,30.55
13,7,1,18.5,1,0.1,600,190.65
13,7,1,18.75,1,0.5,300,247.6
13,7,1,19,1,2,1200,502.2
13,7,1,19.25,1,0.5,300,25.1
13,7,1,19.5,1,0.1,600.01,35.16
13,7,1,19.75,1,0.5,300,-29.4
13,7,1,20,1,0.2,600,68.5
13,7,1,20.25,1,0.5,240,-20.7
13,7,1,20.5,1,1,300,-38.2
13,7,1,20.75,1,0.25,180,-46.9
13,7,1,21,1,0.5,250,-139.3
13,7,1,21.25,1,0.25,180,-73.45
13,7,1,21.5,1,0.5,240,-115.9
13,7,1,21.75,1,0.25,180,-55.3
15,2,0,12.25,1,0.5,130,-36.8
15,2,0,12.5,1,0.25,125,-32.2
15,2,0,12.75,1,0.5,150,-56.75
15,2,0,13,1,1,250,-80.6
15,2,0,13.25,1,0.25,140,-9.28
15,2,0,13.5,1,0.5,145,-43.3
15,2,0,13.75,1,0.25,140,-71.13
15,2,0,14,1,1,250,-134.8
15,2,0,14.25,1,0.5,170,-74.55
15,2,0,14.5,1,0.25,145,25.43
15,2,0,14.75,1,0.5,170,-11
15,2,0,15,1,1,250,-95
15,2,0,15.33333333,1,0.25,150,11.38
15,2,0,15.66666667,1,0.1,140,26.35
15,2,0,16,1,0.5,180,20.7
15,2,0,16.33333333,1,0.25,160,26.35
15,2,0,16.66666667,1,0.5,180,16.25
15,2,0,17,1,1,300,-79.1
15,2,0,17.25,1,0.1,135,-26.4
15,2,0,17.5,1,0.2,160,-29.04
15,2,0,17.75,1,0.5,240,-119.55
15,2,0,18,1,2,600,28.8
15,2,0,18.25,1,0.5,250,54.15
15,2,0,18.5,1,1,380,111.5
15,2,0,18.75,1,0.5,250,204.2
15,2,0,19,1,2,600,296.4
15,2,0,19.25,1,0.5,250,11.55
